Indicator Name,Geography,Year,Category,Subcategory,Number Low Birthweight,Number Live Births,Percent Low Birthweight,Lower 95% Confidence Limit,Upper 95% Confidence Limit
Low Birthweight,San Francisco,2021-2023,Age,35-39 years,539.0,7706.0,6.99,6.45,7.59
Low Birthweight,San Francisco,2021-2023,Age,40+ years,206.0,2282.0,9.03,7.92,10.27
Low Birthweight,San Joaquin,2021-2023,Age,<20 years,115.0,1109.0,10.37,8.71,12.3
Low Birthweight,San Joaquin,2021-2023,Age,20-24 years,349.0,4855.0,7.19,6.5,7.95
Low Birthweight,San Joaquin,2021-2023,Age,25-29 years,584.0,8366.0,6.98,6.45,7.55
Low Birthweight,San Joaquin,2021-2023,Age,30-34 years,681.0,9027.0,7.54,7.02,8.11
Low Birthweight,San Joaquin,2021-2023,Age,35-39 years,459.0,4833.0,9.5,8.7,10.36
Low Birthweight,San Joaquin,2021-2023,Age,40+ years,138.0,1248.0,11.06,9.44,12.92
Low Birthweight,San Luis Obispo,2021-2023,Age,<20 years,20.0,207.0,9.66,6.34,14.45
Low Birthweight,San Luis Obispo,2021-2023,Age,20-24 years,75.0,917.0,8.18,6.57,10.13
Low Birthweight,San Luis Obispo,2021-2023,Age,25-29 years,97.0,1746.0,5.56,4.58,6.73
Low Birthweight,San Luis Obispo,2021-2023,Age,30-34 years,161.0,2523.0,6.38,5.49,7.4
Low Birthweight,San Luis Obispo,2021-2023,Age,35-39 years,114.0,1540.0,7.4,6.2,8.82
Low Birthweight,San Luis Obispo,2021-2023,Age,40+ years,31.0,370.0,8.38,5.97,11.65
Low Birthweight,San Mateo,2021-2023,Age,<20 years,22.0,355.0,6.2,4.13,9.2
Low Birthweight,San Mateo,2021-2023,Age,20-24 years,119.0,1502.0,7.92,6.66,9.4
Low Birthweight,San Mateo,2021-2023,Age,25-29 years,210.0,3352.0,6.26,5.49,7.14
Low Birthweight,San Mateo,2021-2023,Age,30-34 years,512.0,8106.0,6.32,5.81,6.87
Low Birthweight,San Mateo,2021-2023,Age,35-39 years,494.0,6949.0,7.11,6.53,7.74
Low Birthweight,San Mateo,2021-2023,Age,40+ years,193.0,1898.0,10.17,8.89,11.61
Low Birthweight,Santa Barbara,2021-2023,Age,<20 years,82.0,1048.0,7.82,6.35,9.61
Low Birthweight,Santa Barbara,2021-2023,Age,20-24 years,186.0,2962.0,6.28,5.46,7.21
Low Birthweight,Santa Barbara,2021-2023,Age,25-29 years,246.0,4141.0,5.94,5.26,6.7
Low Birthweight,Santa Barbara,2021-2023,Age,30-34 years,333.0,4696.0,7.09,6.39,7.86
Low Birthweight,Santa Barbara,2021-2023,Age,35-39 years,227.0,2971.0,7.64,6.74,8.65
Low Birthweight,Santa Barbara,2021-2023,Age,40+ years,80.0,762.0,10.5,8.52,12.88
Low Birthweight,Santa Clara,2021-2023,Age,<20 years,79.0,935.0,8.45,6.83,10.41
Low Birthweight,Santa Clara,2021-2023,Age,20-24 years,297.0,4400.0,6.75,6.05,7.53
Low Birthweight,Santa Clara,2021-2023,Age,25-29 years,721.0,10540.0,6.84,6.37,7.34
Low Birthweight,Santa Clara,2021-2023,Age,30-34 years,1657.0,22030.0,7.52,7.18,7.88
Low Birthweight,Santa Clara,2021-2023,Age,35-39 years,1184.0,14797.0,8.0,7.58,8.45
Low Birthweight,Santa Clara,2021-2023,Age,40+ years,360.0,3717.0,9.69,8.78,10.68
Low Birthweight,Santa Cruz,2021-2023,Age,<20 years,15.0,194.0,7.73,4.74,12.36
Low Birthweight,Santa Cruz,2021-2023,Age,20-24 years,54.0,722.0,7.48,5.78,9.63
Low Birthweight,Santa Cruz,2021-2023,Age,25-29 years,88.0,1387.0,6.34,5.18,7.75
Low Birthweight,Santa Cruz,2021-2023,Age,30-34 years,121.0,2218.0,5.46,4.58,6.48
Low Birthweight,Santa Cruz,2021-2023,Age,35-39 years,109.0,1714.0,6.36,5.3,7.62
Low Birthweight,Santa Cruz,2021-2023,Age,40+ years,43.0,457.0,9.41,7.06,12.43
Low Birthweight,Shasta,2021-2023,Age,<20 years,25.0,218.0,11.47,7.89,16.38
Low Birthweight,Shasta,2021-2023,Age,20-24 years,89.0,1007.0,8.84,7.24,10.75
Low Birthweight,Shasta,2021-2023,Age,25-29 years,95.0,1662.0,5.72,4.7,6.94
Low Birthweight,Shasta,2021-2023,Age,30-34 years,91.0,1546.0,5.89,4.82,7.17
Low Birthweight,Shasta,2021-2023,Age,35-39 years,67.0,809.0,8.28,6.57,10.38
Low Birthweight,Shasta,2021-2023,Age,40+ years,15.0,192.0,7.81,4.79,12.49
Low Birthweight,Sierra,2021-2023,Age,<20 years,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Age,20-24 years,0.0,5.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Age,25-29 years,0.0,17.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Age,30-34 years,0.0,21.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Age,35-39 years,0.0,13.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Age,40+ years,0.0,4.0,0.0,0.0,0.0
Low Birthweight,Siskiyou,2021-2023,Age,<20 years,0.0,53.0,0.0,0.0,0.0
Low Birthweight,Siskiyou,2021-2023,Age,20-24 years,28.0,210.0,13.33,9.39,18.6
Low Birthweight,Siskiyou,2021-2023,Age,25-29 years,26.0,340.0,7.65,5.27,10.97
Low Birthweight,Siskiyou,2021-2023,Age,30-34 years,20.0,317.0,6.31,4.12,9.54
Low Birthweight,Siskiyou,2021-2023,Age,35-39 years,16.0,200.0,8.0,4.98,12.6
Low Birthweight,Siskiyou,2021-2023,Age,40+ years,0.0,53.0,0.0,0.0,0.0
Low Birthweight,Solano,2021-2023,Age,<20 years,44.0,373.0,11.8,8.91,15.47
Low Birthweight,Solano,2021-2023,Age,20-24 years,149.0,1970.0,7.56,6.48,8.82
Low Birthweight,Solano,2021-2023,Age,25-29 years,289.0,3854.0,7.5,6.71,8.37
Low Birthweight,Solano,2021-2023,Age,30-34 years,342.0,4726.0,7.24,6.53,8.01
Low Birthweight,Solano,2021-2023,Age,35-39 years,243.0,2817.0,8.63,7.64,9.72
Low Birthweight,Solano,2021-2023,Age,40+ years,80.0,718.0,11.14,9.04,13.65
Low Birthweight,Sonoma,2021-2023,Age,<20 years,14.0,322.0,4.35,2.61,7.16
Low Birthweight,Sonoma,2021-2023,Age,20-24 years,79.0,1547.0,5.11,4.12,6.32
Low Birthweight,Sonoma,2021-2023,Age,25-29 years,196.0,3162.0,6.2,5.41,7.09
Low Birthweight,Sonoma,2021-2023,Age,30-34 years,232.0,4419.0,5.25,4.63,5.95
Low Birthweight,Sonoma,2021-2023,Age,35-39 years,193.0,3006.0,6.42,5.6,7.35
Low Birthweight,Sonoma,2021-2023,Age,40+ years,72.0,866.0,8.31,6.65,10.34
Low Birthweight,Stanislaus,2021-2023,Age,<20 years,75.0,879.0,8.53,6.86,10.56
Low Birthweight,Stanislaus,2021-2023,Age,20-24 years,244.0,3918.0,6.23,5.51,7.03
Low Birthweight,Stanislaus,2021-2023,Age,25-29 years,414.0,6339.0,6.53,5.95,7.17
Low Birthweight,Stanislaus,2021-2023,Age,30-34 years,419.0,6075.0,6.9,6.29,7.56
Low Birthweight,Stanislaus,2021-2023,Age,35-39 years,218.0,2986.0,7.3,6.42,8.29
Low Birthweight,Stanislaus,2021-2023,Age,40+ years,84.0,737.0,11.4,9.3,13.89
Low Birthweight,Sutter,2021-2023,Age,<20 years,10.0,125.0,8.0,4.4,14.1
Low Birthweight,Sutter,2021-2023,Age,20-24 years,43.0,657.0,6.54,4.9,8.7
Low Birthweight,Sutter,2021-2023,Age,25-29 years,75.0,1145.0,6.55,5.26,8.13
Low Birthweight,Sutter,2021-2023,Age,30-34 years,93.0,1121.0,8.3,6.82,10.06
Low Birthweight,Sutter,2021-2023,Age,35-39 years,37.0,533.0,6.94,5.08,9.42
Low Birthweight,Sutter,2021-2023,Age,40+ years,16.0,119.0,13.45,8.45,20.73
Low Birthweight,Tehama,2021-2023,Age,<20 years,10.0,147.0,6.8,3.74,12.07
Low Birthweight,Tehama,2021-2023,Age,20-24 years,30.0,544.0,5.51,3.89,7.76
Low Birthweight,Tehama,2021-2023,Age,25-29 years,38.0,710.0,5.35,3.92,7.26
Low Birthweight,Tehama,2021-2023,Age,30-34 years,45.0,582.0,7.73,5.83,10.19
Low Birthweight,Tehama,2021-2023,Age,35-39 years,24.0,249.0,9.64,6.56,13.94
Low Birthweight,Tehama,2021-2023,Age,40+ years,12.0,70.0,17.14,10.09,27.62
Low Birthweight,Trinity,2021-2023,Age,<20 years,0.0,21.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Age,20-24 years,0.0,56.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Age,25-29 years,0.0,84.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Age,30-34 years,0.0,93.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Age,35-39 years,0.0,51.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Age,40+ years,0.0,7.0,0.0,0.0,0.0
Low Birthweight,Tulare,2021-2023,Age,<20 years,97.0,1151.0,8.43,6.96,10.17
Low Birthweight,Tulare,2021-2023,Age,20-24 years,313.0,4552.0,6.88,6.18,7.65
Low Birthweight,Tulare,2021-2023,Age,25-29 years,396.0,6171.0,6.42,5.83,7.06
Low Birthweight,Tulare,2021-2023,Age,30-34 years,372.0,5102.0,7.29,6.61,8.04
Low Birthweight,Tulare,2021-2023,Age,35-39 years,243.0,2536.0,9.58,8.5,10.79
Low Birthweight,Tulare,2021-2023,Age,40+ years,81.0,680.0,11.91,9.69,14.56
Low Birthweight,Tuolumne,2021-2023,Age,<20 years,0.0,33.0,0.0,0.0,0.0
Low Birthweight,Tuolumne,2021-2023,Age,20-24 years,25.0,219.0,11.42,7.85,16.31
Low Birthweight,Tuolumne,2021-2023,Age,25-29 years,24.0,407.0,5.9,3.99,8.62
Low Birthweight,Tuolumne,2021-2023,Age,30-34 years,25.0,443.0,5.64,3.85,8.2
Low Birthweight,Tuolumne,2021-2023,Age,35-39 years,15.0,174.0,8.62,5.29,13.74
Low Birthweight,Tuolumne,2021-2023,Age,40+ years,0.0,56.0,0.0,0.0,0.0
Low Birthweight,Ventura,2021-2023,Age,<20 years,65.0,831.0,7.82,6.18,9.85
Low Birthweight,Ventura,2021-2023,Age,20-24 years,221.0,3240.0,6.82,6.0,7.74
Low Birthweight,Ventura,2021-2023,Age,25-29 years,383.0,6205.0,6.17,5.6,6.8
Low Birthweight,Ventura,2021-2023,Age,30-34 years,540.0,8696.0,6.21,5.72,6.74
Low Birthweight,Ventura,2021-2023,Age,35-39 years,398.0,5523.0,7.21,6.55,7.92
Low Birthweight,Ventura,2021-2023,Age,40+ years,114.0,1487.0,7.67,6.42,9.13
Low Birthweight,Yolo,2021-2023,Age,<20 years,11.0,137.0,8.03,4.54,13.81
Low Birthweight,Yolo,2021-2023,Age,20-24 years,48.0,734.0,6.54,4.97,8.56
Low Birthweight,Yolo,2021-2023,Age,25-29 years,82.0,1486.0,5.52,4.47,6.8
Low Birthweight,Yolo,2021-2023,Age,30-34 years,111.0,1936.0,5.73,4.78,6.86
Low Birthweight,Yolo,2021-2023,Age,35-39 years,76.0,1150.0,6.61,5.31,8.19
Low Birthweight,Yolo,2021-2023,Age,40+ years,26.0,327.0,7.95,5.48,11.4
Low Birthweight,Yuba,2021-2023,Age,<20 years,0.0,121.0,0.0,0.0,0.0
Low Birthweight,Yuba,2021-2023,Age,20-24 years,47.0,674.0,6.97,5.28,9.15
Low Birthweight,Yuba,2021-2023,Age,25-29 years,77.0,1140.0,6.75,5.44,8.36
Low Birthweight,Yuba,2021-2023,Age,30-34 years,77.0,1003.0,7.68,6.19,9.49
Low Birthweight,Yuba,2021-2023,Age,35-39 years,35.0,451.0,7.76,5.63,10.6
Low Birthweight,Yuba,2021-2023,Age,40+ years,0.0,96.0,0.0,0.0,0.0
Low Birthweight,California,2021-2023,Education,Less than high school,9235.0,116076.0,7.96,7.8,8.11
Low Birthweight,California,2021-2023,Education,High school graduate,22087.0,289648.0,7.63,7.53,7.72
Low Birthweight,California,2021-2023,Education,Some college,22363.0,301629.0,7.41,7.32,7.51
Low Birthweight,California,2021-2023,Education,College graduate,28853.0,431949.0,6.68,6.61,6.75
Low Birthweight,Alameda,2021-2023,Education,Less than high school,298.0,3635.0,8.2,7.35,9.13
Low Birthweight,Alameda,2021-2023,Education,High school graduate,574.0,6983.0,8.22,7.6,8.89
Low Birthweight,Alameda,2021-2023,Education,Some college,637.0,8102.0,7.86,7.3,8.47
Low Birthweight,Alameda,2021-2023,Education,College graduate,2024.0,27272.0,7.42,7.12,7.74
Low Birthweight,Alpine,2021-2023,Education,Less than high school,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Education,High school graduate,0.0,6.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Education,Some college,0.0,7.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Education,College graduate,0.0,8.0,0.0,0.0,0.0
Low Birthweight,Amador,2021-2023,Education,Less than high school,0.0,21.0,0.0,0.0,0.0
Low Birthweight,Amador,2021-2023,Education,High school graduate,30.0,357.0,8.4,5.95,11.74
Low Birthweight,Amador,2021-2023,Education,Some college,16.0,320.0,5.0,3.1,7.97
Low Birthweight,Amador,2021-2023,Education,College graduate,12.0,227.0,5.29,3.05,9.01
Low Birthweight,Butte,2021-2023,Education,Less than high school,57.0,451.0,12.64,9.88,16.02
Low Birthweight,Butte,2021-2023,Education,High school graduate,108.0,1355.0,7.97,6.64,9.53
Low Birthweight,Butte,2021-2023,Education,Some college,143.0,2293.0,6.24,5.32,7.3
Low Birthweight,Butte,2021-2023,Education,College graduate,106.0,1767.0,6.0,4.98,7.2
Low Birthweight,Calaveras,2021-2023,Education,Less than high school,0.0,42.0,0.0,0.0,0.0
Low Birthweight,Calaveras,2021-2023,Education,High school graduate,29.0,347.0,8.36,5.88,11.74
Low Birthweight,Calaveras,2021-2023,Education,Some college,27.0,456.0,5.92,4.1,8.48
Low Birthweight,Calaveras,2021-2023,Education,College graduate,0.0,257.0,0.0,0.0,0.0
Low Birthweight,Colusa,2021-2023,Education,Less than high school,0.0,42.0,0.0,0.0,0.0
Low Birthweight,Colusa,2021-2023,Education,High school graduate,17.0,219.0,7.76,4.9,12.08
Low Birthweight,Colusa,2021-2023,Education,Some college,22.0,217.0,10.14,6.79,14.87
Low Birthweight,Colusa,2021-2023,Education,College graduate,0.0,128.0,0.0,0.0,0.0
Low Birthweight,Contra Costa,2021-2023,Education,Less than high school,217.0,2795.0,7.76,6.83,8.81
Low Birthweight,Contra Costa,2021-2023,Education,High school graduate,517.0,6454.0,8.01,7.37,8.7
Low Birthweight,Contra Costa,2021-2023,Education,Some college,659.0,8549.0,7.71,7.16,8.29
Low Birthweight,Contra Costa,2021-2023,Education,College graduate,1115.0,15944.0,6.99,6.61,7.4
Low Birthweight,Del Norte,2021-2023,Education,Less than high school,0.0,58.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Education,High school graduate,18.0,303.0,5.94,3.79,9.19
Low Birthweight,Del Norte,2021-2023,Education,Some college,23.0,299.0,7.69,5.18,11.28
Low Birthweight,Del Norte,2021-2023,Education,College graduate,0.0,92.0,0.0,0.0,0.0
Low Birthweight,El Dorado,2021-2023,Education,Less than high school,13.0,152.0,8.55,5.07,14.08
Low Birthweight,El Dorado,2021-2023,Education,High school graduate,68.0,960.0,7.08,5.63,8.88
Low Birthweight,El Dorado,2021-2023,Education,Some college,83.0,1339.0,6.2,5.03,7.62
Low Birthweight,El Dorado,2021-2023,Education,College graduate,108.0,1961.0,5.51,4.58,6.61
Low Birthweight,Fresno,2021-2023,Education,Less than high school,513.0,6056.0,8.47,7.8,9.2
Low Birthweight,Fresno,2021-2023,Education,High school graduate,856.0,11211.0,7.64,7.16,8.14
Low Birthweight,Fresno,2021-2023,Education,Some college,942.0,11585.0,8.13,7.65,8.64
Low Birthweight,Fresno,2021-2023,Education,College graduate,591.0,8456.0,6.99,6.46,7.55
Low Birthweight,Glenn,2021-2023,Education,Less than high school,0.0,99.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Education,High school graduate,26.0,336.0,7.74,5.34,11.1
Low Birthweight,Glenn,2021-2023,Education,Some college,13.0,389.0,3.34,1.96,5.63
Low Birthweight,Glenn,2021-2023,Education,College graduate,11.0,200.0,5.5,3.1,9.58
Low Birthweight,Humboldt,2021-2023,Education,Less than high school,12.0,178.0,6.74,3.9,11.41
Low Birthweight,Humboldt,2021-2023,Education,High school graduate,63.0,996.0,6.33,4.97,8.01
Low Birthweight,Humboldt,2021-2023,Education,Some college,73.0,1009.0,7.23,5.79,9.0
Low Birthweight,Humboldt,2021-2023,Education,College graduate,46.0,986.0,4.67,3.52,6.17
Low Birthweight,Imperial,2021-2023,Education,Less than high school,56.0,869.0,6.44,5.0,8.28
Low Birthweight,Imperial,2021-2023,Education,High school graduate,190.0,3172.0,5.99,5.22,6.87
Low Birthweight,Imperial,2021-2023,Education,Some college,130.0,1863.0,6.98,5.91,8.23
Low Birthweight,Imperial,2021-2023,Education,College graduate,80.0,1305.0,6.13,4.95,7.56
Low Birthweight,Inyo,2021-2023,Education,Less than high school,0.0,27.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Education,High school graduate,14.0,140.0,10.0,6.05,16.09
Low Birthweight,Inyo,2021-2023,Education,Some college,11.0,146.0,7.53,4.26,12.99
Low Birthweight,Inyo,2021-2023,Education,College graduate,0.0,116.0,0.0,0.0,0.0
Low Birthweight,Kern,2021-2023,Education,Less than high school,450.0,5580.0,8.06,7.38,8.81
Low Birthweight,Kern,2021-2023,Education,High school graduate,968.0,12336.0,7.85,7.39,8.33
Low Birthweight,Kern,2021-2023,Education,Some college,826.0,11240.0,7.35,6.88,7.85
Low Birthweight,Kern,2021-2023,Education,College graduate,428.0,5973.0,7.17,6.54,7.85
Low Birthweight,Kings,2021-2023,Education,Less than high school,62.0,640.0,9.69,7.63,12.23
Low Birthweight,Kings,2021-2023,Education,High school graduate,170.0,2412.0,7.05,6.09,8.14
Low Birthweight,Kings,2021-2023,Education,Some college,136.0,1940.0,7.01,5.96,8.23
Low Birthweight,Kings,2021-2023,Education,College graduate,60.0,1074.0,5.59,4.36,7.13
Low Birthweight,Lake,2021-2023,Education,Less than high school,21.0,245.0,8.57,5.67,12.75
Low Birthweight,Lake,2021-2023,Education,High school graduate,61.0,820.0,7.44,5.83,9.44
Low Birthweight,Lake,2021-2023,Education,Some college,41.0,565.0,7.26,5.39,9.7
Low Birthweight,Lake,2021-2023,Education,College graduate,14.0,255.0,5.49,3.3,9.0
Low Birthweight,Lassen,2021-2023,Education,Less than high school,0.0,60.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Education,High school graduate,27.0,328.0,8.23,5.72,11.71
Low Birthweight,Lassen,2021-2023,Education,Some college,18.0,272.0,6.62,4.23,10.22
Low Birthweight,Lassen,2021-2023,Education,College graduate,12.0,127.0,9.45,5.49,15.79
Low Birthweight,Los Angeles,2021-2023,Education,Less than high school,2481.0,30105.0,8.24,7.94,8.56
Low Birthweight,Los Angeles,2021-2023,Education,High school graduate,5173.0,65167.0,7.94,7.73,8.15
Low Birthweight,Los Angeles,2021-2023,Education,Some college,5570.0,69040.0,8.07,7.87,8.27
Low Birthweight,Los Angeles,2021-2023,Education,College graduate,7162.0,102309.0,7.0,6.85,7.16
Low Birthweight,Madera,2021-2023,Education,Less than high school,75.0,1327.0,5.65,4.53,7.03
Low Birthweight,Madera,2021-2023,Education,High school graduate,115.0,1622.0,7.09,5.94,8.44
Low Birthweight,Madera,2021-2023,Education,Some college,115.0,1832.0,6.28,5.26,7.48
Low Birthweight,Madera,2021-2023,Education,College graduate,60.0,993.0,6.04,4.72,7.7
Low Birthweight,Marin,2021-2023,Education,Less than high school,41.0,689.0,5.95,4.42,7.97
Low Birthweight,Marin,2021-2023,Education,High school graduate,29.0,457.0,6.35,4.45,8.96
Low Birthweight,Marin,2021-2023,Education,Some college,35.0,675.0,5.19,3.75,7.13
Low Birthweight,Marin,2021-2023,Education,College graduate,211.0,4049.0,5.21,4.57,5.94
Low Birthweight,Mariposa,2021-2023,Education,Less than high school,0.0,37.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Education,High school graduate,12.0,136.0,8.82,5.12,14.79
Low Birthweight,Mariposa,2021-2023,Education,Some college,13.0,171.0,7.6,4.5,12.57
Low Birthweight,Mariposa,2021-2023,Education,College graduate,0.0,105.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Education,Less than high school,21.0,316.0,6.65,4.39,9.95
Low Birthweight,Mendocino,2021-2023,Education,High school graduate,74.0,947.0,7.81,6.27,9.7
Low Birthweight,Mendocino,2021-2023,Education,Some college,41.0,780.0,5.26,3.9,7.05
Low Birthweight,Mendocino,2021-2023,Education,College graduate,23.0,463.0,4.97,3.33,7.34
Low Birthweight,Merced,2021-2023,Education,Less than high school,122.0,1762.0,6.92,5.83,8.21
Low Birthweight,Merced,2021-2023,Education,High school graduate,267.0,4422.0,6.04,5.37,6.78
Low Birthweight,Merced,2021-2023,Education,Some college,224.0,3431.0,6.53,5.75,7.4
Low Birthweight,Merced,2021-2023,Education,College graduate,133.0,1722.0,7.72,6.55,9.08
Low Birthweight,Modoc,2021-2023,Education,Less than high school,0.0,29.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Education,High school graduate,0.0,82.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Education,Some college,0.0,89.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Education,College graduate,0.0,48.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Education,Less than high school,0.0,16.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Education,High school graduate,10.0,93.0,10.75,5.95,18.67
Low Birthweight,Mono,2021-2023,Education,Some college,0.0,107.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Education,College graduate,15.0,140.0,10.71,6.6,16.93
Low Birthweight,Monterey,2021-2023,Education,Less than high school,304.0,4812.0,6.32,5.66,7.04
Low Birthweight,Monterey,2021-2023,Education,High school graduate,277.0,3785.0,7.32,6.53,8.19
Low Birthweight,Monterey,2021-2023,Education,Some college,300.0,4124.0,7.27,6.52,8.11
Low Birthweight,Monterey,2021-2023,Education,College graduate,183.0,3382.0,5.41,4.7,6.23
Low Birthweight,Napa,2021-2023,Education,Less than high school,29.0,403.0,7.2,5.06,10.14
Low Birthweight,Napa,2021-2023,Education,High school graduate,50.0,803.0,6.23,4.75,8.12
Low Birthweight,Napa,2021-2023,Education,Some college,71.0,901.0,7.88,6.29,9.82
Low Birthweight,Napa,2021-2023,Education,College graduate,81.0,1350.0,6.0,4.85,7.4
Low Birthweight,Nevada,2021-2023,Education,Less than high school,11.0,98.0,11.22,6.38,18.99
Low Birthweight,Nevada,2021-2023,Education,High school graduate,31.0,489.0,6.34,4.5,8.86
Low Birthweight,Nevada,2021-2023,Education,Some college,32.0,686.0,4.66,3.32,6.51
Low Birthweight,Nevada,2021-2023,Education,College graduate,37.0,965.0,3.83,2.79,5.24
Low Birthweight,Orange,2021-2023,Education,Less than high school,443.0,5569.0,7.95,7.27,8.69
Low Birthweight,Orange,2021-2023,Education,High school graduate,1294.0,17210.0,7.52,7.13,7.92
Low Birthweight,Orange,2021-2023,Education,Some college,1434.0,19875.0,7.22,6.86,7.58
Low Birthweight,Orange,2021-2023,Education,College graduate,2806.0,42125.0,6.66,6.43,6.9
Low Birthweight,Placer,2021-2023,Education,Less than high school,16.0,255.0,6.27,3.9,9.95
Low Birthweight,Placer,2021-2023,Education,High school graduate,173.0,2376.0,7.28,6.3,8.4
Low Birthweight,Placer,2021-2023,Education,Some college,149.0,2711.0,5.5,4.7,6.42
Low Birthweight,Placer,2021-2023,Education,College graduate,266.0,5428.0,4.9,4.36,5.51
Low Birthweight,Plumas,2021-2023,Education,Less than high school,0.0,19.0,0.0,0.0,0.0
Low Birthweight,Plumas,2021-2023,Education,High school graduate,0.0,129.0,0.0,0.0,0.0
Low Birthweight,Plumas,2021-2023,Education,Some college,17.0,158.0,10.76,6.83,16.55
Low Birthweight,Plumas,2021-2023,Education,College graduate,0.0,111.0,0.0,0.0,0.0
Low Birthweight,Riverside,2021-2023,Education,Less than high school,513.0,6520.0,7.87,7.24,8.55
Low Birthweight,Riverside,2021-2023,Education,High school graduate,1696.0,23900.0,7.1,6.78,7.43
Low Birthweight,Riverside,2021-2023,Education,Some college,1663.0,23502.0,7.08,6.76,7.41
Low Birthweight,Riverside,2021-2023,Education,College graduate,1333.0,19841.0,6.72,6.38,7.08
Low Birthweight,Sacramento,2021-2023,Education,Less than high school,244.0,2543.0,9.59,8.51,10.8
Low Birthweight,Sacramento,2021-2023,Education,High school graduate,1281.0,16059.0,7.98,7.57,8.41
Low Birthweight,Sacramento,2021-2023,Education,Some college,842.0,12031.0,7.0,6.56,7.47
Low Birthweight,Sacramento,2021-2023,Education,College graduate,1138.0,17787.0,6.4,6.05,6.77
Low Birthweight,San Benito,2021-2023,Education,Less than high school,0.0,132.0,0.0,0.0,0.0
Low Birthweight,San Benito,2021-2023,Education,High school graduate,40.0,544.0,7.35,5.45,9.86
Low Birthweight,San Benito,2021-2023,Education,Some college,61.0,739.0,8.25,6.48,10.46
Low Birthweight,San Benito,2021-2023,Education,College graduate,30.0,631.0,4.75,3.35,6.71
Low Birthweight,San Bernardino,2021-2023,Education,Less than high school,628.0,6680.0,9.4,8.72,10.12
Low Birthweight,San Bernardino,2021-2023,Education,High school graduate,2017.0,23560.0,8.56,8.21,8.93
Low Birthweight,San Bernardino,2021-2023,Education,Some college,1834.0,22165.0,8.27,7.92,8.64
Low Birthweight,San Bernardino,2021-2023,Education,College graduate,1252.0,17200.0,7.28,6.9,7.68
Low Birthweight,San Diego,2021-2023,Education,Less than high school,397.0,5555.0,7.15,6.5,7.85
Low Birthweight,San Diego,2021-2023,Education,High school graduate,1412.0,20821.0,6.78,6.45,7.13
Low Birthweight,San Diego,2021-2023,Education,Some college,1660.0,24530.0,6.77,6.46,7.09
Low Birthweight,San Diego,2021-2023,Education,College graduate,2496.0,41462.0,6.02,5.8,6.25
Low Birthweight,San Francisco,2021-2023,Education,Less than high school,102.0,1346.0,7.58,6.28,9.12
Low Birthweight,San Francisco,2021-2023,Education,High school graduate,221.0,2406.0,9.19,8.1,10.41
Low Birthweight,San Francisco,2021-2023,Education,Some college,171.0,1863.0,9.18,7.95,10.58
Low Birthweight,San Francisco,2021-2023,Education,College graduate,896.0,13848.0,6.47,6.07,6.89
Low Birthweight,San Joaquin,2021-2023,Education,Less than high school,226.0,2539.0,8.9,7.85,10.07
Low Birthweight,San Joaquin,2021-2023,Education,High school graduate,665.0,8703.0,7.64,7.1,8.22
Low Birthweight,San Joaquin,2021-2023,Education,Some college,586.0,8019.0,7.31,6.76,7.9
Low Birthweight,San Joaquin,2021-2023,Education,College graduate,460.0,6224.0,7.39,6.77,8.07
Low Birthweight,San Luis Obispo,2021-2023,Education,Less than high school,43.0,613.0,7.01,5.25,9.32
Low Birthweight,San Luis Obispo,2021-2023,Education,High school graduate,90.0,1329.0,6.77,5.54,8.25
Low Birthweight,San Luis Obispo,2021-2023,Education,Some college,168.0,2095.0,8.02,6.93,9.26
Low Birthweight,San Luis Obispo,2021-2023,Education,College graduate,160.0,2798.0,5.72,4.92,6.64
